year,mount_id,samples_missing_count,samples_high_priority_count,samples_medium_priority_count,samples_low_priority_count,samples_with_documents_flag_y,samples_with_available_flag_y,candidate_mount_directory_url,candidate_mount_zip_url,doc_types_seen,example_igsn_links,example_samples
2019,19-07,12,0,0,12,0,12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-07,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-07/19-07.zip,,http://hdl.handle.net/10273/XXAB001U2; http://hdl.handle.net/10273/XXAB001U3; http://hdl.handle.net/10273/XXAB001U4; http://hdl.handle.net/10273/XXAB001U5; http://hdl.handle.net/10273/XXAB001U6,B41A-21; B41A-22; B41A-23; B41A-24; B41A-25; B41B-26; B41B-27; B41B-28
2019,19-08,12,0,0,12,0,12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-08/19-08.zip,,http://hdl.handle.net/10273/XXAB001UF; http://hdl.handle.net/10273/XXAB001UG; http://hdl.handle.net/10273/XXAB001UH; http://hdl.handle.net/10273/XXAB001UI; http://hdl.handle.net/10273/XXAB001UJ,B41B-33; B41C-34; B41C-35; B41C-36; B41C-37; B41C-38; B41C-39; B41C-40
2019,19-10,10,0,0,10,0,10,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-10,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-10/19-10.zip,,http://hdl.handle.net/10273/XXAB001V1; http://hdl.handle.net/10273/XXAB001V2; http://hdl.handle.net/10273/XXAB001V3; http://hdl.handle.net/10273/XXAB001V4; http://hdl.handle.net/10273/XXAB001V5,B38C-10; B38C-11; B38C-12; B38C-13; B38C-9; B38D-14; B38D-15; B38D-16
2019,19-09,8,0,0,8,0,8,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-09,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2019/19-09/19-09.zip,,http://hdl.handle.net/10273/XXAB001US; http://hdl.handle.net/10273/XXAB001UT; http://hdl.handle.net/10273/XXAB001UU; http://hdl.handle.net/10273/XXAB001UV; http://hdl.handle.net/10273/XXAB001UW,B38A-1; B38A-2; B38A-3; B38A-4; B38A-5; B38B-6; B38B-7; B38B-8
1994,94-12,4,0,0,4,0,4,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-12/94-12.zip,,http://hdl.handle.net/10273/XXAB0000M; http://hdl.handle.net/10273/XXAB0000N; http://hdl.handle.net/10273/XXAB0000O; http://hdl.handle.net/10273/XXAB0000P,173/40-41; 8400-5/60-65; KI/80; KI/84
2017,17-22,4,0,0,4,0,4,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-22,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-22/17-22.zip,,http://hdl.handle.net/10273/XXAB001SB; http://hdl.handle.net/10273/XXAB001SC; http://hdl.handle.net/10273/XXAB001SD; http://hdl.handle.net/10273/XXAB001SE,396390; 396392; 396393; 396394
2017,17-23,4,0,0,4,0,4,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-23,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-23/17-23.zip,,http://hdl.handle.net/10273/XXAB001SG; http://hdl.handle.net/10273/XXAB001SH; http://hdl.handle.net/10273/XXAB001SI; http://hdl.handle.net/10273/XXAB001SJ,396391; 396395; 396396; 396397
1995,95-08,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-08/95-08.zip,,http://hdl.handle.net/10273/XXAB0002F; http://hdl.handle.net/10273/XXAB0002G; http://hdl.handle.net/10273/XXAB0002H,JBS33; JS20; JS44
1995,95-09,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-09,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-09/95-09.zip,,http://hdl.handle.net/10273/XXAB0002J; http://hdl.handle.net/10273/XXAB0002K; http://hdl.handle.net/10273/XXAB0002L,YQ19; YQ22; YQ6
1995,95-10,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-10,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-10/95-10.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB0002N; http://hdl.handle.net/10273/XXAB0002O; http://hdl.handle.net/10273/XXAB0002P,YQ13; YQ14; YQ21
1999,99-47,3,0,0,3,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-47,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-47/99-47.zip,,http://hdl.handle.net/10273/XXAB001YM; http://hdl.handle.net/10273/XXAB001YN; http://hdl.handle.net/10273/XXAB001YO,CD319 716 SMB; STEERE R. PICKED; STEERE R. RANDOM
2001,01-41,3,0,0,3,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/01-41,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/01-41/01-41.zip,,http://hdl.handle.net/10273/XXAB000PG; http://hdl.handle.net/10273/XXAB000PH; http://hdl.handle.net/10273/XXAB000PJ,AMY; W127; W172
2011,11-21,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2011/11-21,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2011/11-21/11-21.zip,SHRIMP Logsheet,http://hdl.handle.net/10273/XXAB001O6,HB08-5; HB08-6; HB08-8A (NM)
2012,12-21,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2012/12-21,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2012/12-21/12-21.zip,,http://hdl.handle.net/10273/XXAB001P5,HB08-5; HB08-6; HB08-8A
2017,17-02,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-02,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-02/17-02.zip,,http://hdl.handle.net/10273/XXAB001R8; http://hdl.handle.net/10273/XXAB001R9; http://hdl.handle.net/10273/XXAB001RA,DI-1; GG-1; GG-2
2018,18-06,3,0,0,3,0,3,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2018/18-06,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2018/18-06/18-06.zip,,http://hdl.handle.net/10273/XXAB001TH; http://hdl.handle.net/10273/XXAB001TI; http://hdl.handle.net/10273/XXAB001TJ,JG01; JG02; JG03
1994,94-16,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-16,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-16/94-16.zip,,http://hdl.handle.net/10273/XXAB0000X; http://hdl.handle.net/10273/XXAB0000Y,BM01; CALOOLI
1995,95-39,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-39,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-39/95-39.zip,,http://hdl.handle.net/10273/XXAB0004S; http://hdl.handle.net/10273/XXAB0004T,YQ13; YQ14
1995,95-40,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-40,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-40/95-40.zip,,http://hdl.handle.net/10273/XXAB0004V; http://hdl.handle.net/10273/XXAB0004W,95YQ-GF; YQ10
1996,96-59,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-59,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-59/96-59.zip,,http://hdl.handle.net/10273/XXAB0008A; http://hdl.handle.net/10273/XXAB0008B,FORTRESS HILL; JUPITER
1997,97-04,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-04,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-04/97-04.zip,,http://hdl.handle.net/10273/XXAB0009O; http://hdl.handle.net/10273/XXAB0009P; http://hdl.handle.net/10273/XXAB0009Q,JUNDEE; P1
1997,97-12,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-12/97-12.zip,,http://hdl.handle.net/10273/XXAB000A2; http://hdl.handle.net/10273/XXAB000A3,KU-1; MQ
2001,B-31,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-31,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-31/B-31.zip,,http://hdl.handle.net/10273/XXAB000RB; http://hdl.handle.net/10273/XXAB000RC,KU-5; PD-2
2001,B-50,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-50,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-50/B-50.zip,,http://hdl.handle.net/10273/XXAB000SY; http://hdl.handle.net/10273/XXAB000SZ,17580N 1; 17580N 2
2001,B-67,2,0,0,2,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-67,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-67/B-67.zip,,http://hdl.handle.net/10273/XXAB00221; http://hdl.handle.net/10273/XXAB00222,17580N; 17580N MAG III
2001,B-90,2,0,0,2,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-90,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-90/B-90.zip,,http://hdl.handle.net/10273/XXAB00224; http://hdl.handle.net/10273/XXAB00225,WB 107P; WW 108
2001,B-91,2,0,2,0,2,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-91,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-91/B-91.zip,SHRIMP Log information,http://hdl.handle.net/10273/XXAB000UV; http://hdl.handle.net/10273/XXAB000UW,E387; E392
2001,B-92,2,0,2,0,2,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-92,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-92/B-92.zip,SHRIMP Log information,http://hdl.handle.net/10273/XXAB000UZ,BWRCD 2145; BWRCD 2726B
2005,05-02,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-02,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-02/05-02.zip,,http://hdl.handle.net/10273/XXAB001GE; http://hdl.handle.net/10273/XXAB001GF,METQTZ1; TUQZ3
2005,05-20,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-20,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-20/05-20.zip,,http://hdl.handle.net/10273/XXAB001HI; http://hdl.handle.net/10273/XXAB001HJ,3CBS; HORSE 01
2006,06-58,2,0,2,0,2,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-58,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2006/06-58/06-58.zip,Notebook Sketch,http://hdl.handle.net/10273/XXAB001L3; http://hdl.handle.net/10273/XXAB001L4,FB-01 FINER; FB-10 FINER
2018,18-15,2,0,0,2,0,2,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2018/18-15,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2018/18-15/18-15.zip,,http://hdl.handle.net/10273/XXAB001TX; http://hdl.handle.net/10273/XXAB001TY,78; B 137
1994,94-11,1,0,1,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-11,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-11/94-11.zip,Notebook Sketch,http://hdl.handle.net/10273/XXAB0000I,RM1
1994,94-14,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-14,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-14/94-14.zip,,http://hdl.handle.net/10273/XXAB0000T,236
1994,94-15,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-15,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-15/94-15.zip,,http://hdl.handle.net/10273/XXAB0000V,239
1994,94-31,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-31,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-31/94-31.zip,,http://hdl.handle.net/10273/XXAB001VT,113982
1994,94-32,1,0,1,0,1,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-32,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-32/94-32.zip,Notebook Sketch,http://hdl.handle.net/10273/XXAB0001Y,RR018
1994,94-33,1,0,1,0,1,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-33,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1994/94-33/94-33.zip,Notebook Sketch,http://hdl.handle.net/10273/XXAB001VV,KWAD11
1995,95-35,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-35,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1995/95-35/95-35.zip,,http://hdl.handle.net/10273/XXAB0004G,D2158538
1996,96-37,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-37,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1996/96-37/96-37.zip,,http://hdl.handle.net/10273/XXAB00078,E74/E75
1997,97-17,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-17,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1997/97-17/97-17.zip,,http://hdl.handle.net/10273/XXAB000AA,E179
1998,98-08,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-08/98-08.zip,,http://hdl.handle.net/10273/XXAB000CZ,294826/6
1998,98-09,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-09,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-09/98-09.zip,,http://hdl.handle.net/10273/XXAB000D2,BOOLALOO GR.
1998,98-33,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-33,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-33/98-33.zip,,http://hdl.handle.net/10273/XXAB001XR,BP-1
1998,98-36,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-36,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-36/98-36.zip,,http://hdl.handle.net/10273/XXAB001XV,BP-1 II
1998,98-54,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-54,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-54/98-54.zip,,,BODD-7
1998,98-61,1,0,1,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-61,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-61/98-61.zip,Notebook Sketch,,BODD-8
1998,98-80,1,0,1,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-80,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-80/98-80.zip,Notebook Sketch,http://hdl.handle.net/10273/XXAB000G2,98/9 25E
1998,98-85,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-85,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1998/98-85/98-85.zip,,http://hdl.handle.net/10273/XXAB000G9,BP-1
1999,99-12,1,0,1,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-12/99-12.zip,Geological Report,http://hdl.handle.net/10273/XXAB000HG,U514/1A
1999,99-69,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-69,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-69/99-69.zip,,http://hdl.handle.net/10273/XXAB000KM,STEERE R.II
1999,99-86,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-86,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/1999/99-86/99-86.zip,,http://hdl.handle.net/10273/XXAB001Z7,STEER R III
2000,A-66,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-66,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-66/A-66.zip,,http://hdl.handle.net/10273/XXAB000OJ,E350
2000,A-71,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-71,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-71/A-71.zip,,http://hdl.handle.net/10273/XXAB0021I,"BP-1 NONMAG, DIODH"
2000,A-72,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-72,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-72/A-72.zip,,http://hdl.handle.net/10273/XXAB0021K,"BP-1 MAG III, DIODH"
2000,A-90,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-90,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2000/A-90/A-90.zip,,http://hdl.handle.net/10273/XXAB0021V,WG 50 NON-MAG
2001,B-44,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-44,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-44/B-44.zip,,http://hdl.handle.net/10273/XXAB000SO,BR-3
2001,B-45,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-45,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-45/B-45.zip,,http://hdl.handle.net/10273/XXAB000SQ,BR-2
2001,B-49,1,0,1,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-49,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-49/B-49.zip,SHRIMP Log information,http://hdl.handle.net/10273/XXAB000SW,JRDC 8044
2001,B-71,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-71,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-71/B-71.zip,,http://hdl.handle.net/10273/XXAB000TJ,17580N
2001,B-80,1,0,1,0,1,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-80,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2001/B-80/B-80.zip,SHRIMP Log information,http://hdl.handle.net/10273/XXAB000U2,E385
2002,C-109,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-109,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-109/C-109.zip,,http://hdl.handle.net/10273/XXAB000VW,BR02-7
2002,C-121,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-121,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-121/C-121.zip,,http://hdl.handle.net/10273/XXAB000W6,JUPITER
2002,C-75,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-75,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2002/C-75/C-75.zip,,,JUPITER
2003,03-09,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2003/03-09,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2003/03-09/03-09.zip,,http://hdl.handle.net/10273/XXAB0027S,BR03-3
2003,03-100,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2003/03-100,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2003/03-100/03-100.zip,,,BR03-31
2003,03-34,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2003/03-34,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2003/03-34/03-34.zip,,http://hdl.handle.net/10273/XXAB00292,BR03-20
2004,04-08,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-08/04-08.zip,,http://hdl.handle.net/10273/XXAB002CF; http://hdl.handle.net/10273/XXAB002CH; http://hdl.handle.net/10273/XXAB002CI; http://hdl.handle.net/10273/XXAB002CJ; http://hdl.handle.net/10273/XXAB002CL,MANGANESE GROUP
2004,04-11,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-11,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-11/04-11.zip,,http://hdl.handle.net/10273/XXAB002D3; http://hdl.handle.net/10273/XXAB002D5; http://hdl.handle.net/10273/XXAB002D6; http://hdl.handle.net/10273/XXAB002D7; http://hdl.handle.net/10273/XXAB002D8,MANGANESE GROUP
2004,04-12,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-12,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2004/04-12/04-12.zip,,http://hdl.handle.net/10273/XXAB002DF,MANGANESE GROUP
2005,05-39,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-39,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-39/05-39.zip,,http://hdl.handle.net/10273/XXAB001IB; http://hdl.handle.net/10273/XXAB001IC; http://hdl.handle.net/10273/XXAB001ID; http://hdl.handle.net/10273/XXAB001IE; http://hdl.handle.net/10273/XXAB001IF,BR05-15
2005,05-69,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-69,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2005/05-69/05-69.zip,,http://hdl.handle.net/10273/XXAB001J9,BR05-27
2016,16-21,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-21,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-21/16-21.zip,,,60109986
2016,16-22,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-22,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-22/16-22.zip,,,60109986
2016,16-24,1,0,0,1,0,0,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-24,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-24/16-24.zip,,,65024000
2016,16-43,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-43,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-43/16-43.zip,,http://hdl.handle.net/10273/XXAB001QH,DL1
2016,16-44,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-44,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-44/16-44.zip,,http://hdl.handle.net/10273/XXAB001QJ,DL2
2016,16-45,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-45,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-45/16-45.zip,,http://hdl.handle.net/10273/XXAB001QL,DL3
2016,16-46,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-46,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2016/16-46/16-46.zip,,http://hdl.handle.net/10273/XXAB001QN,DL4
2017,17-03,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-03,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-03/17-03.zip,,http://hdl.handle.net/10273/XXAB001RC,GG-1
2017,17-04,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-04,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-04/17-04.zip,,http://hdl.handle.net/10273/XXAB001RE,GG-2
2017,17-08,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-08,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-08/17-08.zip,,http://hdl.handle.net/10273/XXAB001RM; http://hdl.handle.net/10273/XXAB001RN,ANORT
2017,17-24,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-24,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-24/17-24.zip,,http://hdl.handle.net/10273/XXAB001SL,396396
2017,17-30,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-30,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-30/17-30.zip,,http://hdl.handle.net/10273/XXAB001ST,396392
2017,17-31,1,0,0,1,0,1,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-31,http://ddfe.curtin.edu.au/gswa-library/mcnaughton/data/2017/17-31/17-31.zip,,http://hdl.handle.net/10273/XXAB001SV,396391
